id,age,job,marital,education,default,amount,housing
25967,32,management,married,tertiary,no,423,no
25968,35,blue-collar,married,primary,no,208,yes
25969,35,management,single,tertiary,no,6659,yes
25970,31,unknown,single,tertiary,no,0,no
25971,29,services,single,secondary,no,2099,yes
25972,30,technician,married,secondary,no,0,yes
25973,33,retired,married,primary,no,171,yes
25974,47,technician,married,tertiary,no,282,yes
25975,46,technician,single,secondary,no,0,no
25976,35,management,married,tertiary,no,362,no
25977,48,services,married,primary,no,222,yes
25978,36,blue-collar,married,secondary,no,412,yes
25979,55,admin.,married,tertiary,no,46,no
25980,59,retired,married,tertiary,no,9676,no
25981,34,self-employed,single,tertiary,no,72,yes
25982,45,unemployed,married,secondary,no,736,no
25983,41,admin.,married,secondary,no,3279,yes
25984,30,technician,single,secondary,no,426,yes
25985,47,technician,single,tertiary,no,31,no
25986,31,management,single,secondary,no,0,no
25987,42,blue-collar,married,secondary,no,3743,yes
25988,45,management,divorced,tertiary,no,347,no
25989,42,technician,single,secondary,no,568,yes
25990,32,admin.,single,secondary,no,-227,yes
25991,37,blue-collar,married,primary,no,175,yes
25992,29,self-employed,single,tertiary,no,579,no
25993,56,management,divorced,tertiary,no,382,no
25994,31,admin.,single,secondary,yes,4,yes
25995,30,management,married,tertiary,no,527,yes
25996,34,management,married,tertiary,no,4859,no
25997,33,unknown,single,secondary,no,9,no
25998,33,technician,married,secondary,no,806,no
25999,50,admin.,married,secondary,no,1114,yes
26000,43,blue-collar,married,primary,no,-872,yes
26001,32,technician,married,secondary,no,5122,no
26002,35,blue-collar,married,secondary,no,2688,yes
26003,34,technician,married,tertiary,no,477,no
26004,59,retired,divorced,secondary,no,2651,no
26005,54,technician,married,tertiary,no,2883,yes
26006,60,admin.,married,unknown,no,4629,yes
26007,23,admin.,single,secondary,no,5,yes
26008,41,admin.,married,secondary,no,1705,no
26009,32,blue-collar,married,secondary,no,2561,yes
26010,36,admin.,divorced,tertiary,no,4708,no
26011,47,management,divorced,tertiary,no,449,no
26012,32,blue-collar,single,secondary,no,1139,yes
26013,34,services,single,secondary,no,528,yes
26014,35,blue-collar,married,primary,no,994,yes
26015,24,management,single,tertiary,no,3197,no
26016,29,admin.,single,secondary,no,3794,no
26017,47,blue-collar,married,primary,no,3038,yes
26018,58,technician,married,secondary,no,796,no
26019,30,management,single,tertiary,no,13,no
26020,30,blue-collar,single,secondary,no,1012,yes
26021,31,technician,married,secondary,no,6699,no
26022,31,technician,single,tertiary,no,1109,no
26023,31,blue-collar,single,secondary,no,42,no
26024,42,services,married,secondary,no,-141,yes
26025,55,unknown,married,tertiary,no,3567,no
26026,39,technician,married,secondary,no,287,yes
26027,34,unemployed,single,secondary,no,15,no
26028,51,services,married,primary,no,56,no
26029,49,admin.,married,primary,no,458,yes
26030,31,technician,divorced,secondary,no,202,yes
26031,53,admin.,married,secondary,no,578,no
26032,41,management,married,tertiary,no,2665,yes
26033,49,management,divorced,tertiary,no,1253,yes
26034,29,admin.,single,secondary,no,382,yes
26035,44,blue-collar,married,tertiary,no,1371,no
26036,32,management,married,tertiary,no,184,yes
26037,29,student,single,unknown,no,795,no
26038,31,management,single,tertiary,no,1475,yes
26039,48,services,divorced,secondary,no,361,no
26040,26,blue-collar,single,secondary,no,1,yes
26041,56,blue-collar,married,secondary,no,1602,yes
26042,26,blue-collar,married,secondary,no,818,no
26043,58,admin.,married,unknown,no,903,no
26044,42,services,married,secondary,no,9277,yes
26045,35,management,married,tertiary,no,2801,yes
26046,27,technician,single,tertiary,no,200,no
26047,31,blue-collar,married,secondary,no,1017,yes
26048,37,technician,married,secondary,no,-254,yes
26049,32,blue-collar,single,primary,no,354,no
26050,25,technician,single,secondary,no,-55,yes
26051,52,blue-collar,married,secondary,no,543,yes
26052,33,technician,married,secondary,no,946,yes
26053,38,management,single,tertiary,no,3646,yes
26054,28,blue-collar,single,secondary,no,371,yes
26055,41,admin.,single,secondary,no,734,yes
26056,25,services,single,secondary,no,199,no
26057,53,technician,married,secondary,no,10185,no
26058,27,admin.,single,secondary,no,6492,no
26059,35,blue-collar,single,tertiary,no,1011,yes
26060,32,services,single,tertiary,no,0,no
26061,55,services,married,secondary,no,557,no
26062,34,technician,single,tertiary,no,2047,yes
26063,33,management,single,tertiary,no,2667,yes
26064,45,blue-collar,married,secondary,no,2,no
26065,37,housemaid,married,secondary,no,1558,no
26066,54,unemployed,married,secondary,no,377,no
26067,57,management,married,tertiary,no,1636,no
26068,44,blue-collar,married,secondary,yes,-617,yes
26069,25,student,single,unknown,no,92,no
26070,31,blue-collar,single,secondary,no,545,yes
26071,44,admin.,divorced,tertiary,no,0,yes
26072,35,services,married,secondary,no,0,yes
26073,35,technician,single,unknown,no,0,no
26074,51,blue-collar,married,secondary,no,-92,yes
26075,57,blue-collar,divorced,secondary,no,311,yes
26076,40,technician,single,secondary,yes,45,no
26077,41,admin.,divorced,secondary,no,348,yes
26078,42,management,married,tertiary,no,721,no
26079,37,blue-collar,married,primary,no,345,yes
26080,32,blue-collar,married,primary,no,8291,no
26081,34,admin.,divorced,secondary,no,-220,yes
26082,40,technician,married,secondary,no,449,yes
26083,29,student,single,tertiary,no,80,yes
26084,39,management,married,tertiary,no,208,no
26085,60,technician,married,secondary,no,851,no
26086,69,retired,married,secondary,no,148,no
26087,33,blue-collar,married,primary,no,-457,yes
26088,50,housemaid,married,secondary,no,1954,no
26089,41,blue-collar,married,primary,no,208,yes
26090,60,retired,married,tertiary,no,161,yes
26091,47,services,married,secondary,no,0,yes
26092,37,management,single,tertiary,no,-70,no
26093,42,entrepreneur,married,tertiary,no,2249,yes
26094,33,blue-collar,single,unknown,no,-90,yes
26095,39,blue-collar,single,primary,no,581,yes
26096,36,management,single,tertiary,no,1876,no
26097,36,management,married,tertiary,no,630,no
26098,39,admin.,single,secondary,no,6512,no
26099,52,housemaid,married,secondary,no,14363,no
26100,43,technician,single,secondary,no,28,yes
26101,24,blue-collar,divorced,secondary,no,513,yes
26102,59,admin.,married,secondary,no,1473,no
26103,37,blue-collar,married,secondary,no,1053,no
26104,59,technician,divorced,secondary,no,2595,yes
26105,37,technician,married,secondary,no,807,yes
26106,33,entrepreneur,married,tertiary,no,114,no
26107,42,retired,married,primary,no,127,no
26108,25,blue-collar,married,secondary,no,53,yes
26109,32,admin.,divorced,secondary,no,410,yes
26110,52,technician,single,secondary,no,436,no
26111,48,blue-collar,married,primary,no,1778,yes
26112,48,blue-collar,married,secondary,no,194,yes
26113,49,technician,married,secondary,no,2,no
26114,26,management,single,tertiary,no,33,no
26115,34,management,married,tertiary,no,520,yes
26116,35,management,single,tertiary,no,478,yes
26117,58,blue-collar,married,primary,no,0,no
26118,35,management,married,tertiary,no,182,no
26119,51,admin.,married,secondary,no,37,no
26120,30,services,divorced,secondary,no,704,yes
26121,48,entrepreneur,married,primary,no,3705,yes
26122,42,blue-collar,married,secondary,no,2717,yes
26123,42,management,married,secondary,no,-189,yes
26124,39,management,single,tertiary,no,595,yes
26125,40,services,divorced,secondary,no,105,yes
26126,51,technician,married,secondary,no,337,yes
26127,27,blue-collar,single,secondary,no,100,yes
26128,43,blue-collar,married,primary,no,56,no
26129,46,housemaid,married,primary,no,17,no
26130,27,admin.,single,secondary,no,1492,yes
26131,40,self-employed,married,secondary,no,256,no
26132,35,blue-collar,married,secondary,no,645,yes
26133,62,retired,married,primary,no,1742,no
26134,36,technician,divorced,secondary,no,141,yes
26135,40,technician,single,secondary,no,282,yes
26136,31,management,single,tertiary,no,12569,no
26137,43,services,married,primary,no,-88,yes
26138,24,technician,single,tertiary,no,1954,yes
26139,36,admin.,single,secondary,no,0,yes
26140,48,blue-collar,married,secondary,no,729,yes
26141,56,services,married,secondary,no,1860,yes
26142,55,blue-collar,married,secondary,no,328,no
26143,27,technician,single,secondary,no,1842,yes
26144,30,management,single,secondary,no,2143,yes
26145,54,blue-collar,divorced,primary,no,215,yes
26146,51,technician,married,tertiary,no,1347,yes
26147,54,blue-collar,divorced,primary,no,190,yes
26148,46,admin.,married,unknown,no,76,no
26149,33,management,married,tertiary,no,296,no
26150,36,self-employed,married,secondary,no,14,yes
26151,32,management,single,tertiary,no,2069,no
26152,46,blue-collar,divorced,secondary,no,168,yes
26153,49,blue-collar,married,primary,no,4830,yes
26154,52,retired,married,secondary,no,424,no
26155,27,technician,single,secondary,no,158,no
26156,46,housemaid,married,primary,no,296,yes
26157,37,services,married,tertiary,no,0,yes
26158,34,management,married,tertiary,no,271,yes
26159,45,management,married,tertiary,no,2220,yes
26160,51,blue-collar,married,unknown,no,0,yes
26161,60,management,married,secondary,no,49,no
26162,56,admin.,married,secondary,no,3554,no
26163,54,blue-collar,married,primary,no,6812,yes
26164,29,services,married,secondary,no,480,yes
26165,36,technician,married,tertiary,no,3043,yes
26166,25,student,single,secondary,no,963,yes
26167,63,retired,married,secondary,no,588,no
26168,32,technician,married,secondary,no,4887,yes
26169,36,management,married,tertiary,no,1313,no
26170,38,management,married,tertiary,no,1463,yes
26171,36,technician,single,tertiary,no,391,yes
26172,33,management,single,tertiary,no,47,no
26173,27,blue-collar,single,secondary,no,6010,yes
26174,60,management,single,tertiary,no,560,no
26175,33,technician,married,secondary,no,118,yes
26176,33,unemployed,married,tertiary,no,123,no
26177,48,blue-collar,single,secondary,no,574,no
26178,46,technician,married,secondary,no,138,yes
26179,38,admin.,married,secondary,no,545,no
26180,32,services,married,secondary,no,28,yes
26181,28,blue-collar,married,secondary,no,0,yes
26182,38,management,married,secondary,no,1574,no
26183,49,technician,divorced,secondary,no,2677,yes
26184,38,blue-collar,married,primary,no,433,no
26185,44,blue-collar,married,primary,no,-93,yes
26186,38,housemaid,married,secondary,no,0,no
26187,49,blue-collar,single,primary,no,566,yes
26188,36,housemaid,single,secondary,no,1015,yes
26189,46,technician,married,secondary,no,0,no
26190,34,entrepreneur,married,secondary,yes,-868,yes
26191,20,student,single,secondary,no,162,no
26192,46,blue-collar,married,primary,no,776,no
26193,37,self-employed,divorced,secondary,no,3467,no
26194,45,blue-collar,married,secondary,no,2246,yes
26195,57,admin.,married,secondary,no,6005,yes
26196,37,technician,married,secondary,no,180,no
26197,41,admin.,divorced,secondary,no,256,no
26198,31,blue-collar,married,secondary,no,-84,no
26199,31,management,single,tertiary,no,112,yes
26200,33,blue-collar,married,primary,no,331,yes
26201,30,housemaid,single,tertiary,no,3362,no
26202,54,entrepreneur,married,tertiary,no,1544,no
26203,54,admin.,single,secondary,no,3344,yes
26204,60,retired,married,primary,no,6307,yes
26205,33,technician,married,tertiary,no,0,yes
26206,32,self-employed,married,tertiary,no,9,yes
26207,31,unemployed,single,tertiary,no,1611,yes
26208,57,management,married,tertiary,no,3431,yes
26209,60,technician,married,primary,no,2301,no
26210,44,self-employed,married,tertiary,no,11757,no
26211,40,management,married,tertiary,no,254,no
26212,35,technician,married,tertiary,no,-290,yes
26213,31,technician,divorced,tertiary,no,75,no
26214,46,entrepreneur,married,primary,no,8873,yes
26215,37,management,married,tertiary,no,115,no
26216,38,blue-collar,married,secondary,no,861,yes
26217,49,technician,married,secondary,no,-215,yes
26218,58,retired,married,tertiary,no,3628,no
26219,62,retired,married,primary,no,1515,yes
26220,64,retired,divorced,secondary,no,4833,no
26221,59,housemaid,married,primary,no,182,no
26222,50,admin.,divorced,secondary,no,0,yes
26223,51,blue-collar,married,primary,no,3942,yes
26224,47,services,single,secondary,no,33,yes
26225,33,admin.,single,secondary,no,894,no
26226,32,admin.,married,tertiary,no,0,yes
26227,48,services,married,secondary,no,7434,no
26228,35,blue-collar,married,tertiary,no,2999,no
26229,30,management,single,tertiary,no,1269,no
26230,43,blue-collar,married,primary,no,-98,yes
26231,36,management,married,tertiary,no,8277,yes
26232,44,technician,married,secondary,no,111,yes
26233,36,services,married,secondary,no,5024,no
26234,41,admin.,divorced,secondary,no,4,yes
26235,32,management,married,tertiary,no,3696,no
26236,40,management,married,secondary,no,99,no
26237,55,housemaid,married,primary,no,0,no
26238,33,management,married,tertiary,no,11149,yes
26239,35,blue-collar,married,primary,no,373,no
26240,41,blue-collar,single,secondary,no,3851,no
26241,37,technician,single,secondary,no,353,yes
26242,45,technician,married,tertiary,no,265,no
26243,56,housemaid,married,primary,no,954,no
26244,45,services,divorced,secondary,no,1381,no
26245,28,admin.,single,secondary,no,7,yes
26246,45,management,divorced,tertiary,no,220,yes
26247,34,management,married,tertiary,no,1288,yes
26248,36,technician,single,tertiary,no,470,yes
26249,42,unemployed,married,secondary,no,583,yes
26250,53,blue-collar,married,secondary,no,974,yes
26251,41,management,married,secondary,no,1471,yes
26252,29,technician,married,secondary,no,492,yes
26253,33,technician,single,secondary,no,7108,no
26254,49,technician,divorced,secondary,no,0,yes
26255,39,admin.,married,secondary,yes,-104,yes
26256,27,admin.,married,secondary,no,4,yes
26257,37,blue-collar,married,secondary,no,4321,no
26258,35,management,married,tertiary,no,3168,no
26259,37,blue-collar,single,tertiary,no,481,no
26260,38,blue-collar,married,secondary,no,660,yes
26261,44,management,married,tertiary,no,7485,no
26262,57,technician,married,tertiary,no,2887,yes
26263,34,admin.,married,secondary,no,-549,yes
26264,30,management,single,tertiary,no,409,yes
26265,34,blue-collar,married,secondary,no,-61,yes
26266,30,management,single,tertiary,no,2344,yes
26267,46,entrepreneur,divorced,secondary,no,2514,yes
